Window_Index,OLD_STATIC,PORT_DYNAMIC,MULTI_SIGNAL
816,0.2525,0.1463,0.1463
817,0.2525,0.1463,0.1463
818,0.3902,0.2525,0.2525
819,0.2525,0.1463,0.1463
820,0.3902,0.2525,0.2525
821,0.1836,0.1463,0.1463
822,0.2525,0.1463,0.1463
823,0.2525,0.1463,0.1463
824,0.3902,0.2525,0.2525
825,0.3902,0.2525,0.2525
826,0.2525,0.1463,0.1463
827,0.3902,0.2525,0.2525
828,0.1836,0.1463,0.1463
829,0.2525,0.1463,0.1463
830,0.1836,0.1836,0.1463
831,0.1836,0.1463,0.1463
832,0.3443,0.1463,0.1463
833,0.3902,0.2525,0.2525
834,0.2525,0.1463,0.1463
835,0.3902,0.2525,0.2525
836,0.1836,0.1836,0.1463
837,0.2525,0.1463,0.1463
838,0.1836,0.1463,0.1463
839,0.2525,0.1463,0.1463
840,0.2525,0.1463,0.1463
841,0.3902,0.2525,0.2525
842,0.6828,0.6828,0.6828
843,0.3443,0.1463,0.1463
844,0.3902,0.2525,0.2525
845,0.2525,0.1463,0.1463
846,0.2525,0.1463,0.1463
847,0.2525,0.1463,0.1463
848,0.2525,0.1463,0.1463
849,0.2525,0.1463,0.1463
850,0.2525,0.1463,0.1463
851,0.1836,0.1836,0.1463
852,0.3902,0.2525,0.2525
853,0.2525,0.1463,0.5967
854,0.5967,0.5967,0.5967
855,0.3902,0.3443,0.3443
856,0.5967,0.5967,0.5967
857,0.5967,0.5967,0.5967
858,0.5967,0.5967,0.5967
859,0.6828,0.6828,0.6828
860,0.3443,0.1463,0.1463
861,0.3902,0.2525,0.2525
862,0.3902,0.2525,0.2525
863,0.3902,0.2525,0.2525
864,0.3902,0.2525,0.2525
865,0.3443,0.1463,0.1463
866,0.3902,0.2525,0.2525
867,0.2525,0.1463,0.1463
868,0.2525,0.2525,0.2525
869,0.2525,0.1463,0.1463
870,0.2525,0.1463,0.1463
871,0.2525,0.1463,0.1463
872,0.1463,0.1463,0.1463
873,0.2525,0.1463,0.1463
874,0.2525,0.1463,0.1463
875,0.6828,0.6828,0.6828
876,0.1836,0.1836,0.1463
877,0.1836,0.1836,0.1463
878,0.3902,0.2525,0.2525
879,0.6828,0.6828,0.6828
880,0.3902,0.2525,0.2525
881,0.3902,0.2525,0.2525
882,0.3443,0.1463,0.1463
883,0.2525,0.2525,0.2525
884,0.3902,0.2525,0.2525
885,0.2525,0.1463,0.1463
886,0.2525,0.1463,0.1463
887,0.2525,0.1463,0.1463
888,0.2525,0.1463,0.1463
889,0.2525,0.1463,0.1463
890,0.2525,0.1463,0.1463
891,0.1836,0.1836,0.1836
892,0.2525,0.1463,0.1463
893,0.1463,0.1463,0.1463
894,0.2525,0.2525,0.2525
895,0.3902,0.2525,0.2525
896,0.1836,0.1836,0.1836
897,0.2525,0.1463,0.1463
898,0.6828,0.6828,0.6828
899,0.3902,0.2525,0.2525
900,0.6828,0.6828,0.6828
901,0.3902,0.3443,0.3443
902,0.3443,0.3443,0.2525
903,0.3902,0.3443,0.3443
904,0.3902,0.2525,0.2525
905,0.3902,0.3443,0.3443
906,0.2525,0.2525,0.2525
907,0.2525,0.2525,0.2525
908,0.1836,0.1463,0.1463
909,0.2525,0.1463,0.1463
910,0.2525,0.1463,0.1463
911,0.6828,0.6828,0.6828
912,0.3443,0.1463,0.1463
913,0.3902,0.3443,0.3443
914,0.1836,0.1836,0.1463
915,0.3902,0.2525,0.2525
916,0.3443,0.3443,0.3443
917,0.1836,0.1836,0.1463
918,0.3902,0.2525,0.2525
919,0.2525,0.1463,0.1463
920,0.2525,0.1463,0.1463
921,0.3902,0.2525,0.2525
922,0.3902,0.2525,0.2525
923,0.1836,0.1463,0.1463
924,0.3902,0.2525,0.2525
925,0.3902,0.2525,0.2525
926,0.1836,0.1463,0.1463
927,0.2525,0.1463,0.1463
928,0.2525,0.1463,0.1463
929,0.6828,0.6828,0.6828
930,0.6828,0.6828,0.6828
931,0.1836,0.1836,0.1463
932,0.3443,0.1463,0.1463
933,0.3902,0.3443,0.3443
934,0.3902,0.3443,0.3443
935,0.3902,0.2525,0.2525
936,0.3443,0.1463,0.1463
937,0.3443,0.1463,0.1463
938,0.5967,0.5967,0.5967
939,0.3902,0.2525,0.2525
940,0.5967,0.5967,0.5967
941,0.5967,0.5967,0.5967
942,0.3902,0.5967,0.5967
943,0.3902,0.3443,0.3443
944,0.2525,0.1463,0.1463
945,0.3902,0.3443,0.3443
946,0.3902,0.2525,0.2525
947,0.2525,0.1463,0.1463
948,0.2525,0.1463,0.1463
949,0.1836,0.1463,0.1463
950,0.3902,0.2525,0.5967
951,0.3902,0.5967,0.5967
952,0.3443,0.5967,0.5967
953,0.3902,0.5967,0.5967
954,0.5967,0.5967,0.5967
955,0.2525,0.4131,0.4131
956,0.2525,0.1463,0.1463
957,0.1836,0.1463,0.1463
958,0.1836,0.1463,0.1463
959,0.1836,0.1463,0.1463
960,0.3902,0.3443,0.3443
961,0.3902,0.2525,0.2525
962,0.3902,0.2525,0.2525
963,0.2525,0.1463,0.1463
964,0.2525,0.1463,0.1463
965,0.2525,0.1463,0.1463
966,0.2525,0.1463,0.1463
967,0.2525,0.1463,0.1463
968,0.6828,0.6828,0.6828
969,0.1836,0.1836,0.1463
970,0.3443,0.4131,0.4131
971,0.3443,0.3443,0.3443
972,0.3902,0.3443,0.3443
973,0.3902,0.2525,0.2525
974,0.3902,0.2525,0.2525
975,0.1836,0.1463,0.1463
976,0.2525,0.1463,0.1463
977,0.2525,0.1463,0.1463
978,0.3902,0.2525,0.2525
979,0.2525,0.1463,0.1463
980,0.1836,0.1836,0.1836
981,0.2525,0.1463,0.1463
982,0.3902,0.3443,0.3443
983,0.3902,0.2525,0.2525
984,0.2525,0.1463,0.1463
985,0.1836,0.1463,0.5967
986,0.5967,0.5967,0.5967
987,0.5967,0.5967,0.5967
988,0.3902,0.3443,0.3443
989,0.3902,0.5967,0.5967
990,0.3902,0.5967,0.5967
991,0.2525,0.1463,0.1463
992,0.2525,0.1463,0.1463
993,0.3902,0.2525,0.2525
994,0.2525,0.1463,0.1463
995,0.2525,0.1463,0.1463
996,0.2525,0.1463,0.1463
997,0.2525,0.1463,0.1463
998,0.2525,0.1463,0.1463
999,0.2525,0.1463,0.1463
1000,0.2525,0.1463,0.1463
1001,0.1836,0.1836,0.1463
1002,0.2525,0.1463,0.1463
1003,0.1836,0.1836,0.1463
1004,0.2525,0.1463,0.1463
1005,0.3902,0.2525,0.2525
1006,0.3902,0.2525,0.2525
1007,0.3902,0.2525,0.2525
1008,0.2525,0.1463,0.1463
1009,0.2525,0.1463,0.1463
1010,0.2525,0.1463,0.1463
1011,0.2525,0.1463,0.1463
1012,0.2525,0.1463,0.1463
1013,0.2525,0.1463,0.1463
1014,0.2525,0.1463,0.1463
1015,0.2525,0.2525,0.2525
1016,0.3902,0.2525,0.2525
1017,0.1463,0.1463,0.1463
1018,0.2525,0.1463,0.1463
1019,0.6828,0.6828,0.6828
1020,0.2525,0.1463,0.1463
1021,0.3902,0.2525,0.2525
1022,0.3902,0.2525,0.2525
1023,0.3902,0.2525,0.2525
1024,0.3902,0.2525,0.2525
1025,0.1463,0.1463,0.1463
1026,0.2525,0.1463,0.1463
1027,0.1463,0.1463,0.1463
1028,0.2525,0.1463,0.1463
1029,0.1463,0.1463,0.1463
1030,0.1836,0.1836,0.1463
1031,0.2525,0.2525,0.2525
1032,0.2525,0.1463,0.1463
1033,0.3902,0.2525,0.2525
1034,0.2525,0.1463,0.1463
1035,0.2525,0.1463,0.1463
1036,0.1836,0.1836,0.1836
1037,0.2525,0.1463,0.4131
1038,0.2525,0.1463,0.1463
1039,0.2525,0.2525,0.2525
1040,0.2525,0.1463,0.1463
1041,0.2525,0.1463,0.1463
1042,0.2525,0.1463,0.1463
1043,0.2525,0.1463,0.1463
1044,0.2525,0.1463,0.1463
1045,0.2525,0.1463,0.1463
1046,0.2525,0.2525,0.1463
1047,0.2525,0.1463,0.1463
1048,0.3902,0.2525,0.2525
1049,0.2525,0.1463,0.1463
1050,0.2525,0.1463,0.1463
1051,0.2525,0.1463,0.1463
1052,0.2525,0.1463,0.1463
1053,0.1463,0.1463,0.1463
1054,0.1463,0.1463,0.1463
1055,0.1836,0.1836,0.1463
1056,0.2525,0.2525,0.2525
1057,0.1463,0.1463,0.1463
1058,0.1463,0.1463,0.1463
1059,0.1463,0.1463,0.1463
1060,0.2525,0.1463,0.1463
1061,0.1463,0.1463,0.1463
1062,0.2525,0.1463,0.1463
1063,0.2525,0.1463,0.1463
1064,0.2525,0.1463,0.1463
1065,0.2525,0.1463,0.1463
1066,0.1463,0.1463,0.1463
1067,0.2525,0.1463,0.1463
1068,0.1463,0.1463,0.1463
1069,0.2525,0.1463,0.1463
1070,0.2525,0.1463,0.1463
1071,0.2525,0.1463,0.1463
1072,0.6828,0.6828,0.6828
1073,0.1836,0.1836,0.4877
1074,0.2525,0.1463,0.1463
1075,0.3902,0.2525,0.2525
1076,0.3902,0.2525,0.2525
1077,0.3902,0.2525,0.2525
1078,0.2525,0.1463,0.1463
1079,0.1463,0.1463,0.1463
1080,0.1836,0.1836,0.1836
1081,0.2525,0.1463,0.1463
1082,0.2525,0.1463,0.1463
1083,0.1463,0.1463,0.1463
1084,0.1836,0.1836,0.1836
1085,0.2525,0.1463,0.1463
1086,0.2525,0.1463,0.1463
1087,0.3902,0.2525,0.2525
1088,0.2525,0.1463,0.1463
1089,0.1836,0.1836,0.4877
1090,0.1836,0.1836,0.1836
1091,0.2525,0.1463,0.4877
1092,0.1836,0.1836,0.4131
1093,0.3902,0.2525,0.2525
1094,0.3902,0.2525,0.2525
1095,0.3902,0.2525,0.2525
1096,0.2525,0.4877,0.4877
1097,0.3902,0.2525,0.2525
1098,0.3902,0.2525,0.2525
1099,0.2525,0.1463,0.1463
1100,0.2525,0.1463,0.1463
1101,0.2525,0.1463,0.1463
1102,0.1463,0.1463,0.1463
1103,0.2525,0.1463,0.1463
1104,0.1836,0.1463,0.1463
1105,0.2525,0.1463,0.1463
1106,0.1836,0.1836,0.1463
1107,0.1463,0.1463,0.1463
1108,0.2525,0.1463,0.1463
1109,0.2525,0.1463,0.1463
1110,0.2525,0.1463,0.1463
1111,0.2525,0.1463,0.1463
1112,0.2525,0.1463,0.1463
1113,0.3902,0.2525,0.2525
1114,0.2525,0.1463,0.1463
1115,0.2525,0.1463,0.1463
1116,0.3902,0.2525,0.2525
1117,0.1463,0.1463,0.1463
1118,0.2525,0.1463,0.1463
1119,0.1463,0.1463,0.1463
1120,0.2525,0.1463,0.1463
1121,0.2525,0.1463,0.1463
1122,0.2525,0.1463,0.1463
1123,0.2525,0.1463,0.1463
1124,0.1836,0.1463,0.1463
1125,0.3902,0.2525,0.2525
1126,0.1836,0.1836,0.4877
1127,0.2525,0.1463,0.1463
1128,0.3902,0.2525,0.2525
1129,0.3902,0.2525,0.2525
1130,0.2525,0.1463,0.1463
1131,0.2525,0.1463,0.1463
1132,0.2525,0.1463,0.1463
1133,0.2525,0.1463,0.1463
1134,0.1836,0.1463,0.1463
1135,0.2525,0.1463,0.1463
1136,0.2525,0.2525,0.2525
1137,0.2525,0.2525,0.2525
1138,0.1463,0.1463,0.1463
1139,0.2525,0.1463,0.1463
1140,0.2525,0.1463,0.1463
1141,0.2525,0.1463,0.1463
1142,0.2525,0.1463,0.2754
1143,0.1836,0.1836,0.4877
1144,0.1836,0.1836,0.4877
1145,0.1836,0.1836,0.4877
1146,0.3902,0.2525,0.2525
1147,0.2525,0.1463,0.1463
1148,0.3902,0.2525,0.2525
1149,0.3902,0.2525,0.2525
1150,0.2525,0.1463,0.1463
1151,0.1463,0.1463,0.1463
1152,0.2525,0.1463,0.1463
1153,0.2525,0.1463,0.4877
1154,0.1836,0.1836,0.1836
1155,0.2525,0.1463,0.1463
1156,0.2525,0.2525,0.1463
1157,0.2525,0.3443,0.2525
1158,0.2525,0.1463,0.1463
1159,0.2525,0.2525,0.2525
1160,0.1836,0.1836,0.1836
1161,0.2525,0.1463,0.1463
1162,0.3443,0.2525,0.1463
1163,0.2525,0.1463,0.1463
1164,0.2525,0.1463,0.1463
1165,0.3902,0.2525,0.2525
1166,0.3902,0.2525,0.2525
1167,0.2525,0.1463,0.1463
1168,0.3902,0.2525,0.2525
1169,0.2525,0.2525,0.2525
1170,0.2525,0.1463,0.1463
1171,0.1463,0.1463,0.1463
1172,0.2525,0.1463,0.1463
1173,0.1463,0.1463,0.1463
1174,0.2525,0.1463,0.1463
1175,0.1463,0.1463,0.1463
1176,0.1463,0.1463,0.1463
1177,0.1463,0.1463,0.1463
1178,0.1463,0.1463,0.1463
1179,0.2525,0.1463,0.1463
1180,0.2525,0.1463,0.1463
1181,0.1463,0.1463,0.1463
1182,0.2525,0.1463,0.1463
1183,0.1463,0.1463,0.1463
1184,0.2525,0.1463,0.1463
1185,0.1463,0.1463,0.1463
1186,0.2525,0.1463,0.1463
1187,0.2525,0.2525,0.2525
1188,0.2525,0.1463,0.1463
1189,0.1463,0.1463,0.1463
1190,0.1463,0.1463,0.1463
1191,0.1463,0.1463,0.1463
1192,0.2525,0.1463,0.1463
1193,0.1463,0.1463,0.1463
1194,0.1463,0.1463,0.1463
1195,0.2525,0.1463,0.1463
1196,0.2525,0.1463,0.1463
1197,0.1463,0.1463,0.1463
1198,0.1463,0.1463,0.1463
1199,0.2525,0.1463,0.4877
1200,0.1836,0.1836,0.4877
1201,0.1836,0.1836,0.6828
1202,0.2525,0.3443,0.6828
1203,0.2525,0.3443,0.2525
1204,0.2525,0.1463,0.1463
1205,0.2525,0.2525,0.2525
1206,0.3902,0.2525,0.2525
1207,0.2525,0.1463,0.1463
1208,0.2525,0.1463,0.1463
1209,0.1463,0.1463,0.1463
1210,0.2525,0.1463,0.1463
1211,0.2525,0.1463,0.1463
1212,0.1836,0.1836,0.1836
1213,0.2525,0.1463,0.1463
1214,0.1836,0.1836,0.1836
1215,0.1463,0.1463,0.1463
1216,0.3902,0.2525,0.2525
1217,0.2525,0.2525,0.2525
1218,0.1463,0.1463,0.1463
1219,0.1836,0.1836,0.1836
1220,0.2525,0.1463,0.1463
1221,0.2525,0.2525,0.2525
1222,0.2525,0.2525,0.2525
1223,0.2525,0.1463,0.1463
1224,0.3902,0.2525,0.2525
1225,0.1836,0.1836,0.4131
1226,0.2525,0.1463,0.1463
1227,0.2525,0.1463,0.1463
1228,0.2525,0.2525,0.2525
1229,0.2525,0.1463,0.1463
1230,0.2525,0.1463,0.1463
1231,0.1836,0.1463,0.1463
1232,0.2525,0.1463,0.1463
1233,0.2525,0.1463,0.1463
1234,0.2525,0.1463,0.4877
1235,0.2525,0.1463,0.1463
1236,0.1463,0.1463,0.1463
1237,0.1836,0.1836,0.1836
1238,0.2525,0.1463,0.1463
1239,0.2525,0.1463,0.1463
1240,0.2525,0.1463,0.1463
1241,0.2525,0.1463,0.1463
1242,0.2525,0.1463,0.1463
1243,0.2525,0.1463,0.1463
1244,0.1463,0.1463,0.1463
1245,0.1463,0.1463,0.1463
1246,0.2525,0.1463,0.1463
1247,0.1463,0.1463,0.1463
1248,0.1463,0.1463,0.1463
1249,0.1463,0.1463,0.1463
1250,0.2525,0.1463,0.1463
1251,0.1836,0.1836,0.1836
1252,0.2525,0.1463,0.1463
1253,0.2525,0.1463,0.6828
1254,0.1836,0.1836,0.1836
1255,0.2525,0.2525,0.2525
1256,0.2525,0.2525,0.2525
1257,0.2525,0.2525,0.2525
1258,0.2525,0.1463,0.1463
1259,0.2525,0.2525,0.2525
1260,0.1463,0.1463,0.1463
1261,0.1463,0.1463,0.1463
1262,0.2525,0.2525,0.2525
1263,0.1463,0.1463,0.1463
1264,0.2525,0.1463,0.1463
1265,0.1836,0.1836,0.1836
1266,0.1463,0.1463,0.1463
1267,0.2525,0.1463,0.1463
1268,0.2525,0.1463,0.1463
1269,0.2525,0.1463,0.1463
1270,0.1836,0.1836,0.1836
1271,0.2525,0.1463,0.1463
1272,0.1463,0.1463,0.1463
1273,0.2525,0.2525,0.2525
1274,0.2525,0.1463,0.1463
1275,0.1463,0.1463,0.1463
1276,0.2525,0.1463,0.1463
1277,0.1463,0.1463,0.1463
1278,0.1463,0.1463,0.1463
1279,0.1463,0.1463,0.1463
1280,0.1463,0.1463,0.1463
1281,0.2525,0.1463,0.1463
1282,0.2525,0.1463,0.4131
1283,0.6828,0.6828,0.6828
1284,0.2525,0.2525,0.4131
1285,0.2525,0.4131,0.4131
1286,0.2525,0.2525,0.2525
1287,0.2525,0.1463,0.1463
1288,0.2525,0.1463,0.4877
1289,0.2525,0.1463,0.1463
1290,0.2525,0.1463,0.1463
1291,0.2525,0.1463,0.1463
1292,0.1463,0.1463,0.1463
1293,0.1463,0.1463,0.1463
1294,0.1836,0.1836,0.1836
1295,0.2525,0.2525,0.2525
1296,0.1463,0.1463,0.1463
1297,0.2525,0.1463,0.1463
1298,0.2525,0.1463,0.1463
1299,0.2525,0.1463,0.1463
1300,0.1836,0.1836,0.1836
1301,0.2525,0.2525,0.2525
1302,0.2525,0.1463,0.1463
1303,0.2525,0.2525,0.2525
1304,0.1463,0.1463,0.1463
1305,0.2525,0.1463,0.2754
1306,0.1836,0.1836,0.6828
1307,0.2525,0.1463,0.1463
1308,0.1836,0.1836,0.4877
1309,0.2525,0.3443,0.2525
1310,0.3902,0.2525,0.2525
1311,0.3902,0.2525,0.2525
1312,0.1836,0.1836,0.5967
1313,0.3443,0.3443,0.3443
1314,0.3902,0.5967,0.5967
1315,0.5967,0.5967,0.5967
1316,0.3902,0.5967,0.5967
1317,0.2525,0.1463,0.1463
1318,0.2525,0.1463,0.1463
1319,0.2525,0.1463,0.1463
1320,0.1836,0.1836,0.1836
1321,0.2525,0.2525,0.1463
1322,0.2525,0.2525,0.2525
1323,0.1836,0.1836,0.1836
1324,0.2525,0.1463,0.1463
1325,0.1836,0.1836,0.1836
1326,0.2525,0.1463,0.1463
1327,0.3902,0.2525,0.2525
1328,0.3443,0.3443,0.3443
1329,0.2525,0.1463,0.1463
1330,0.3443,0.1463,0.1463
1331,0.2525,0.1463,0.1463
1332,0.1463,0.1463,0.1463
1333,0.2525,0.1463,0.1463
1334,0.3902,0.2525,0.2525
1335,0.2525,0.2525,0.2525
1336,0.2525,0.1463,0.1463
1337,0.1836,0.1463,0.1463
1338,0.2525,0.1463,0.1463
